MESSAGE	MSGID
Account number must be a commitment number	4282
Commitment billing not established for this account	4283
Commitment Billing Flag must equal linked commitment	4284
Loan Payment Frequency must equal linked commitment	4285
Commitment Delinquency Flag must equal linked commitment	4286
Mass Payment Processing not permitted. Payment must be manually directed.	4287
Mass Payment Application successful	4288
Interest reserve account number and interest reserve original must both be defined	4289
Cannot define Interest Reserve Account on both the commitment and linked loans	4290
Principal amount target account and principal amount at payoff must both be defined	4291
Percent at payoff target account and percent at payoff must both be defined	4292
Invalid FX P&L G/L ~p1. Posted to suspense ~p2.	4293
Invalid TFS P&L G/L ~p1. Posted to suspense ~p2.	4294
Regulation D frequency required if REGD=5	4295
Broker override not permitted	4296
Cannot specify more than one order type per order	4297
Cannot process order due to insufficient funds	4298
Renewal code not automatic when Reset Interest Available does not equal zero	4299
Fund requires full liquidation	4300
Share amount specified ~p1 exceeds the number of shares in the account ~p2	4301
Amount specified ~p1 exceeds the market value of the position ~p2	4302
 Waiting	4303
 Waiting for response from MTM ~p1 .  Control-Z to abort.	4304
Interest Reserve Processing flag must be enabled on this account	4305
Remittance method 6 should use a zero for sold amount	4306
The transaction code used is not valid for loans with linked problem sub-accounts	4307
The transaction code used is only valid for loans with linked problem sub-accounts	4308
No file needed for ~p1	4309
Withholding amount must be less than the distribution amount of ~p1	4310
Posting offset account not defined. Posting halted for sub-account ~p1.	4311
Posting transaction code not defined. Posting halted for sub-account ~p1.	4312
Servers - Page ~p1	4313
Budget frequency must have a value for a budget account	4314
Encryption type required	4315
Stats - Page ~p1	4316
Commitment processing flag must be enabled for selected product type	4317
Interest reserve account is not a valid PROFILE account	4318
Problem account status may not be modified. Linked sub-accounts are open.	4319
Unable to open control mailbox	4320
Unable to open reply mailbox	4321
Wait for reply aborted	4322
Bill Print flag may only be enabled on this loan's master commitment when the Commitment Billing flag is enabled	4323
Capitalize interest paid not credited	4324
User ID already exists	4325
~p1 cannot be prior to the system date	4326
Loan Modeler	4327
Cannot define purchase threshold if account does not allow sweep processing	4328
Connection to MQSeries failed	4329
Message exchange with MQSeries failed	4330
Reply message contains no data	4331
Account Notes Only	4332
Customer and Account Notes	4333
Customer Notes Only	4334
Amount approved is less than the balance of the existing loan	4335
Customer/Account Notes Report	4336
Disbursement Amount is more than Approved Amount	4337
~p1 already defined as a transaction set pointer	4338
~p1 is a transaction set pointer.  Run function @TRNSETPTR02 to maintain this record.	4339
Selected column must use UTBLTRNSET as a lookup	4340
Source ~p1	4341
Loan or product column must be defined	4342
Transaction set pointer ~p1 already exists	4343
~p1 defined as a transaction set	4344
Transaction set pointer ~p1 created	4345
Transaction set pointer ~p1 not created	4346
Transaction set pointer ~p1 modified	4347
Transaction set pointer ~p1 not modified	4348
Transaction set pointer ~p1 deleted	4349
Transaction set pointer ~p1 not deleted	4350
Batch not in balance	4351
Valid transaction set not defined on this loan or its product type	4352
No account distributions set up	4353
Literal key cannot be the last key	4354
There are no exceptions for this teller	4355
Total payroll amount to be posted ~p1 	4356
Cannot close the lead account used in account analysis	4357
Product type ~p1 is not authorized for branch ~p2	4358
Strike rate offset requires strike rate compare date	4359
Invalid backup withholding schedule for account ~p1 and fund ~p2	4360
Investor ~p1 P&I custodial account closed	4361
Investor ~p1 pool ~p2 P&I wash account closed	4362
Fee category ~p1, type ~p2 cannot have a fee schedule	4363
NAV entered by checker does not match value entered by maker	4364
Account ~p1 is not owned by CIF ~p2	4365
Remainder ~p1	4366
Factor entered by checker does not match factor entered by maker	4367
Missing values for ~p1. Cannot update values for ~p2.	4368
NAV already exists for fund ~p1, date ~p2	4369
Reverse pmt ~p1 history seq ~p2	4370
Host not available	4371
Invalid payment account sequence for agent	4372
Next pay date must come after last pay date	4373
Problem sub-accounts already exist	4374
Problem sub-account owner must be defined in institution variables	4375
Problem sub-account fee plan must be defined in institution variables	4376
Column ACNRELC must be included on the Sub-Account Creation Columns user table	4377
Bank level GL set codes are not defined for product type ~p1	4378
Amount requested is above officer lending limit	4379
Event ~p1 sequence ~p2 triggered	4380
Event ~p1 sequence ~p2 purged	4381
Must be less than or equal to NAV	4382
Must enter your user ID	4383
Batch not marked complete	4384
Configure PTS(s)	4385
Error threshold	4386
Error Threshold Reset	4387
Journal off	4388
Journal on	4389
Mark PTS(s) Off-line	4390
Mark PTS(s) On-line	4391
PTS off-line	4392
PTS on-line	4393
Turn Off PTS Message Journaling	4394
Turn On PTS Message Journaling	4395
Responses aborted	4396
 - directory ID is ~p1	4397
Tax Net Asset Value entered by checker does not match value entered by maker	4398
Mutual fund trailing fee accrual process	4399
Trades processed for date ~p1. Use correction function MFNAV06.	4400
NAV exists in batch ~p1	4401
Add Stations to Poll List	4402
Add to poll list	4403
Display PTS Statistics	4404
Mutual fund trailing fee remittance process	4405
Network 	4406
not active	4407
not on poll list	4408
Press RETURN to continue or <Q>uit: 	4409
 NAV or tax NAV exceeds threshold amount	4410
NAV entries not maintained	4411
NAV entries maintained	4412
PTS ID	4413
PTS Total:	4414
NAV and factor required to create a batch	4415
Remove from poll list	4416
Remove Stations from Poll List	4417
NAV has not been entered for prior business date	4418
Select only	4419
Shutdown PH(s)	4420
Startup PH(s)	4421
Statistic request	4422
Turn On Select Mode Only	4423
Checker cannot have the same user ID as maker	4424
Column name may not contain "_" or length >12 unless DBTBL1.EXTENDNAMES is set when the table is created	4425
Priority method information incomplete. Transactions not posted.	4426
Invalid batch number ~p1	4427
Batch ~p1 already written to the price file	4428
Batch written to the price file	4429
Invalid event type	4430
Available event has expired	4431
Procedure ~p1 must be written in PSL before it can be compiled	4432
No entries exist in selected batch	4433
Order processing	4434
Display TM Average Response Time	4435
Halt TM(s)	4436
Requesting TM ~p1 - ~p2 to start via ~p3	4437
Shutdown TM(s)	4438
Startup TM(s)	4439
Order settlement	4440
TM halt	4441
TM response time	4442
TM shutdown	4443
Withholding debit to settlement account	4444
Aborted	4445
Requesting TM ~p1 to boot PTS ~p2 - ~p3	4446
Withholding credit to investment account	4447
Batch ~p1 created	4448
Batch ~p1 deleted	4449
Use Functions (FORM*) to maintain this table	4450
Form has already been printed today	4451
No forms exist for today	4452
Use one of the following forms: P, T, T-n, or T+n	4453
Only record type(s): ~p1 for form ~p2	4454
Delete Station Transaction Queues	4455
Only allow up to 3 secondary customers	4456
End of transaction queue display	4457
Enter CONTROL-Z to abort	4458
Monitor PTS(s)	4459
Orderly PTS Shutdown	4460
Orderly shutdown	4461
~p1 limited to one variation per company	4462
PTM station transaction queues, directory ID 	4463
PTS Monitor for PTSID:  	4464
Queue delete	4465
Cannot modify an order that has been processed	4466
Reboot PTS(s)	4467
Show queue	4468
Show Station Transaction Queues	4469
Startup PTS(s)	4470
Orders can only be moved to status 2/3 by batch processes	4471
Cannot modify a canceled order	4472
Age of customer as of Jan 1, ~p1	4473
~p1 limited to one variation per company	4474
Form already created	4475
Computed column name must be 8 characters or less	4476
Computed column name cannot contain an "_"	4477
~p1 is not contained in the acceptable list of values for field ~p2 (~p3)	4478
Share balances do not match	4479
New reconciling item cannot be cleared	4480
Customer variables NAV threshold indicator requires NAV threshold value in product	4481
Cannot define a fixed tolerance and a tolerance percentage together	4482
  Hit any key to continue	4483
Cannot modify rates for funds with processed orders	4486
A valid transaction account is required for this type of order	4487
The transaction account must be an internal account	4488
 message sent to TM ~p1	4489
The transaction account must be an external account	4490
User table SUBLNCRT must be populated	4491
Investment account has invalid agent	4492
Transfer creation date cannot precede today's date	4493
Transfer information only valid for purchase orders	4494
NAV does not exist in price file for fund ~p1 on ~p2	4495
Mutual Fund Trailing Fee Settlement process	4496
Aggregate daily deposit is $5,000 or more.	4497
Override required. All payments must be manually directed.	4498
Late notices may not be generated against problem loan sub-accounts	4499
Hold type must be Float or Hold	4500
Record not found in eFunds log for ID# ~p1	4501
Payment may contain either a beneficiary account or an institution, but not both	4502
~p1 hold with expiration date of ~p2 not found	4503
All responses received	4504
Hold not removed. Removal amount greater than hold amount.	4505
Cannot view extended remittance info. SWIFT MT103 msg does not exist for this payment.	4506
Receiver's charge	4507
Only shares or amount can be specified in an order, but not both	4508
Shares or amount must be specified in an order	4509
Invalid pre-number check digit	4510
Problem closing mailbox	4511
Invalid account number check digit	4512
Pre-number too long	4513
Payment Orderer Institution or Address is required	4514
Wait for responses aborted	4515
Repair of MT950 messages not supported	4516
write to	4517
Trailing Fee GL Credit	4518
Trailing Fee GL Debit	4519
Net deferred fees fully amortized. No further calculations necessary.	4520
Positive interest spread requires a cumulative or incremental interest index	4521
Negative interest spread requires incremental interest index using DEP.ODLIM and DEP.ODTERM 	4522
Invalid interest spread syntax in column ~p1	4523
Broker Internal Acct Credit-Trailing Fee Remittance	4524
Mutual Fund G/L Acct Debit-Trailing Fee Remittance	4525
Maturity Date Required for Recalculation of Final Payment	4526
Use the Transaction Fees functions (TF*) to maintain this table	4527
Non-Financial Order Modification	4528
Same-day Order Modification	4529
Processed Order Modification	4530
Future-dated Order Modification	4531
Order cannot be canceled again	4532
Cannot modify a future-dated Order. Use Same-day Order Modification/Cancellation function	4533
Confirmation number ~p1 has been modified successfully	4534
Your new confirmation number is ~p1	4535
~p1 (ANTICIPATED)	4536
File Purge Report ~p1	4537
Division by zero is not allowed in Interest Spread column	4538
Backdated schedule maintenance is not permitted	4539
End of Day Product Type Changes	4540
Queuing Processing Status	4541
Tiers for effective date ~p1 not created	4542
Batch ~p1  submitted	4543
Tran Group ~p1 copied to Tran Group ~p2	4544
Tran Group ~p1 not copied to Tran Group ~p2	4545
Fee Schedule ~p1 copied to Fee Schedule ~p2	4546
Fee Schedule ~p1 not copied to Fee Schedule ~p2	4547
Tran Group already on file	4548
Fee Schedule already on file	4549
Tiers for effective date ~p1 not modified	4550
Tiers for effective date ~p1 not deleted	4551
Tiers for effective date ~p1 created	4552
Tiers for effective date ~p1 modified	4553
Tiers for effective date ~p1 deleted	4554
Back-end commission debit	4555
Aborted due to user request	4556
Aborted on error	4557
Aborted on resubmission failure	4558
Completed manually	4559
Job Level Maintenance	4560
Resubmission pending~p1	4561
Successful completion	4562
 - Conditional Job not started	4563
Back-end commission credit	4564
Transfer file could not be accessed before time-out. Please check server resources.	4565
Fast rebuild	4566
Records processed individually (24x7 mode)	4567
Negative tiers are not permitted	4568
Batch number ~p1 (~p2)	4569
Continuation of the batch has been	4570
